sensor_11,sensor_14,sensor_2,sensor_12_norm,sensor_12,sensor_11_norm,setting2,sensor_15,sensor_15_norm,sensor_13,sensor_13_norm,sensor_7_norm,sensor_21_norm,sensor_17,sensor_21,sensor_4_norm,sensor_17_norm,sensor_4,sensor_9,sensor_3_norm,sensor_2_norm,sensor_20_norm,setting1,sensor_9_norm,sensor_3,sensor_8,sensor_8_norm,sensor_20,sensor_7,RUL,id,cycle,sensor_14_norm,sensor_12_norm_norm,sensor_11_norm_norm,setting2_norm,sensor_15_norm_norm,sensor_13_norm_norm,sensor_7_norm_norm,sensor_21_norm_norm,sensor_4_norm_norm,sensor_17_norm_norm,sensor_3_norm_norm,sensor_2_norm_norm,sensor_20_norm_norm,setting1_norm,sensor_9_norm_norm,sensor_8_norm_norm
-1.2308837463220383,-0.4091134577162146,-0.8331359625559451,1.360701598762638,1.0561077158864232,-1.455904419202511,1.3530369766456654,-0.6136992420341999,-1.2597936065821713,-0.903292216090436,-1.4805020016331043,1.562688634174331,1.5446067168520867,-0.7762011423688203,0.9073811370383095,-1.3289360264791708,-1.3639305285539514,-0.8405003500966669,-0.5352746222622745,-0.8917187460561031,-1.577265720152771,1.6485131514067815,0.27605874889929094,-0.46577201261655715,-0.20633233832545414,-1.2024062335877046,-1.1387427370828311,2.2854360304519505,1.5007712151741976,1.0,2,11,-0.31801652898402594,1.362156245331828,-1.8503230342897936,0.1730169113253135,-1.5780442121855351,-1.5233181721492115,1.565059238972298,1.5494230585195181,-1.333683969226714,-1.81278798469452,-0.8908682423006209,-2.501121859311993,1.6511179911643163,0.28020434970779357,-0.5019952567558368,-1.3088976601866213
-1.5309736551883601,-0.3767760661703055,-2.0770845959026114,1.3059220381596555,0.7033694606705202,-1.462156091521135,2.036203271096658,-1.3140619428293676,-1.2643124511103498,-1.7315310000883184,-1.5014164507391703,1.54521777266032,1.515719242913779,-0.7762011423688203,1.1979955039562293,-1.282571209263017,-1.314951002357025,-0.7725830318654819,-0.7684407526352236,-0.960668241174398,-1.6189117342276134,1.6506191351397783,0.0932563474526346,-0.49099235103909195,-1.719167899612104,-1.622343931385742,-1.179038494726874,1.6738387125644894,1.3530817510604385,1.0,2,12,-0.3229121487165864,1.306813168874035,-1.8348320893343573,0.32827699181269104,-1.5780273165585215,-1.5405503378159422,1.5463987534473764,1.5193814870387061,-1.2862142262582934,-1.8109637810405461,-0.9589579527022227,-2.4809751024322226,1.652143319787054,0.2646250999377749,-0.5038813911138388,-1.3080246778371694
-1.9060860412712757,-0.16860410809333173,-1.7961929690179097,1.3002693630505324,1.2324768434943745,-1.4962998403382384,1.6946201238711618,-1.8013865597324852,-1.3056213938782504,-1.45545140542445,-1.497877082429106,1.5409212250579762,1.4995606317402173,-1.422751652536304,1.3056992309928768,-1.2465082429551648,-1.3232398452518894,-0.8137787822680086,-0.5168667698644059,-0.9334378231872128,-1.632544314915787,1.549758714204028,0.32175934926095506,-0.49298141406451873,-0.6066922916377641,-2.1822608617788815,-1.2562040549115165,0.33944456444641324,1.4894104871654568,1.0,2,13,-0.31104188291288687,1.3004225849854043,-1.8253914214953728,0.4333761232195312,-1.582941967020734,-1.5547646209000854,1.541054120574518,1.5021928748766438,-1.2491961168079486,-1.81047768220132,-0.931309555511431,-2.4656399448926405,1.5506367338189393,0.2690192473088058,-0.5057216946226389,-1.31528987189975
-1.5684848937966704,-0.1948782387243829,-2.036957220633401,1.3671324343413445,2.236424185262761,-1.501452317523919,-1.3796282011583059,-1.4152550326781033,-1.3134491215219906,-1.5934912027532455,-1.504703007027311,1.5193864707314402,1.4695951441211172,-1.422751652536304,1.0800784924591662,-1.2638693633727416,-1.3303445677332018,-1.489611768601127,-0.7942994024322314,-0.9420924172172407,-1.661426278314449,1.483163342884511,-1.0949592619506314,-0.5145023054183037,-1.0546360098929235,-1.2024062335877046,-1.2523585951014973,0.6174433453043359,1.2394744709729015,1.0,2,14,-0.3027440327112269,1.3691645491813573,-1.8178132719485955,0.3038789791646746,-1.588021808032442,-1.5676051280359273,1.5204815160458824,1.4718291124811813,-1.2661729603120762,-1.8109026763769085,-0.94166480842231,-2.4558636836059295,1.4846672975707074,0.1715947227396632,-0.5097539654634379,-1.3211468073587243
-1.3809287007551994,-0.314627641792931,-0.9334544007289715,1.3246889195219635,0.7305031726101813,-1.4934144531142584,-1.0380450539328094,-1.9025796495812208,-1.3527204165580817,-1.0413320134255089,-1.4738093779194144,1.4780022906778296,1.4582945741221682,-0.12965063220133669,1.3001283485599586,-1.229556579077388,-1.250298027777082,-0.7492016600154281,-0.6838522880450197,-0.995534535352661,-1.612892821244532,1.4291538857776727,-0.5465520576106626,-0.5257908401042459,-1.7437801918239408,-1.0624270009926025,-1.2396942141277614,0.6730431014759125,0.8986526307102909,1.0,2,15,-0.3035355996859667,1.3262201198968913,-1.8104973746184438,0.21441959945528086,-1.596485377810633,-1.575958962878527,1.4783505061705946,1.4597334896876135,-1.2311491309537033,-1.8024205839273395,-0.9943849708279549,-2.442108369945018,1.4300410617533565,0.12371944090671681,-0.5144504278897345,-1.3250843715260154
-1.118350030497161,-0.5303786760135116,-1.7360019061140939,1.3324896111725573,1.4495465390118176,-1.4699706819194158,1.0114538294201687,-1.6336190686674898,-1.3702733032722278,-2.0076105947521867,-1.5071679242434168,1.467351950222855,1.4571688277857122,-0.7762011423688203,1.4403288897887272,-1.2597240747106702,-1.2206654144279416,-1.7122915005066048,-0.597510694654981,-1.0202485850496052,-1.6205836545006942,1.4062197229253202,-0.4551508568873345,-0.5302721316746603,-1.3910040034544804,-1.4823646987906398,-1.2548581439782485,1.062241394677028,1.3076388390253462,1.0,2,16,-0.3177122273665618,1.333294227086487,-1.8020501933371347,0.26423220861164776,-1.605592697322636,-1.5860773021542938,1.4669455812972758,1.4578555334046122,-1.2603106511694844,-1.791927167712748,-1.0185470602735962,-2.4308572495036556,1.406503651316949,0.08754096088522892,-0.5190071121376189,-1.3298076838892132
-1.5309736551883601,-0.46317753420711183,-0.4920532727674278,1.3569291182620167,1.7480173703483983,-1.4735561998668618,-0.35487875948181674,-1.8759498890947264,-1.4000154408331573,-0.21309322943390374,-1.4310454808065207,1.397143235302038,1.4989388639264534,-1.422751652536304,2.1673290472862208,-1.3072343806077915,-1.2325501524021958,-2.0674656728958483,-0.5861153574563726,-1.0267091042649896,-1.5541985848343816,1.395795103446978,0.13895694781429868,-0.533555920046771,-1.1301137060091828,-0.7824685357960328,-1.2270690417640877,1.2290406631917974,0.2738125902290318,1.0,2,17,-0.3262681351082446,1.3569800041853604,-1.7948912758691455,0.22781458679144673,-1.6163423600942115,-1.5889728886895034,1.3963116018901611,1.498685922874285,-1.3068001136581355,-1.7838277244612644,-1.024576065060722,-2.414554272516583,1.3955211144056756,0.09056516819352667,-0.5233361924216515,-1.3317711401572943
-1.193372507713755,-0.543010469586144,-1.4551102792291641,1.3944806148693063,2.0329213457149944,-1.4579883099753852,0.32828753496917606,-0.9732010086020403,-1.3763017915453117,-1.3174116080893772,-1.4247301373509595,1.411102374338448,1.482320812084202,-1.422751652536304,1.199852464767202,-1.2877359760586078,-1.2431143639348663,-0.9562938106875114,-0.6167951114527671,-0.9882422385310634,-1.5486910827583542,1.3741736704548617,0.6416635517926036,-0.5381792190829356,-0.3343162578269229,-1.3423854661891723,-1.233473114702383,1.0066416385054513,1.6484606792879568,1.0,2,18,-0.3383084070728024,1.393759984484288,-1.787320239017248,0.23339583151484916,-1.6238540940348438,-1.5910740844072064,1.4095906513276524,1.4815794338368906,-1.286787914701304,-1.777601587642348,-0.9858855451205577,-2.399563190674497,1.3734360424064362,0.12118060020345449,-0.5275944446302671,-1.3339961721619098
-1.4934624165800765,-0.3252383483939439,-1.8563840319217255,1.389522127931475,1.3003111233435274,-1.4598528438247997,0.32828753496917606,-1.021134577477787,-1.357607054259326,-1.5934912027532455,-1.4336096052169078,1.4487045120227469,1.4625165810009455,-0.7762011423688203,1.10607594381285,-1.2613831319298336,-1.218538671843075,-0.7870572144393502,-0.4537541330717022,-1.0539112904350265,-1.5648823106660519,1.3840902675414721,1.1443701557709087,-0.5337350265247894,-2.2360260360603763,-1.0624270009926025,-1.224468891849387,1.562639200221336,2.125611255655457,1.0,2,19,-0.33761995949865264,1.389526135558978,-1.7806831678158583,0.23838957679368297,-1.6290488920243469,-1.5935836901235738,1.4487529594449697,1.4634766793304153,-1.262039857020537,-1.7698856485652585,-1.0524601364857815,-2.3875414154186645,1.3843868794280454,0.17503074775159716,-0.5310309214429261,-1.3353479730281606
-1.4934624165800765,-0.20801530403993146,-0.6726264614788751,1.395912625896947,1.5173808188609705,-1.4615309242892727,-1.3796282011583059,-1.9185575058731363,-1.3856514960571882,-2.145650392080982,-1.469208199116017,1.4478973283251055,1.4316480422819233,-1.422751652536304,0.8451729498705921,-1.2788043314444375,-1.2287470362504345,-1.6098588238300768,-0.6641295890472749,-1.0629700502103812,-1.520268438116029,1.3707760166989593,1.9212803619191978,-0.540253688204366,-1.2351261527796016,-1.3423854661891723,-1.2303625649895875,1.117841150848644,1.4326068471216238,1.0,2,20,-0.3311393926987324,1.3966721826660613,-1.774826951049122,0.15749090327657572,-1.6358992650181488,-1.5982402089055086,1.44916968805397,1.4339002791134994,-1.2816213965587548,-1.7637878264317735,-1.0618638897012882,-2.373079868406484,1.3719111913991602,0.2623401433048388,-0.5346442548985595,-1.336961946348071
-1.8685748026629923,-0.3727338922270669,-1.2544734028831117,1.4042785850584558,1.571648242740447,-1.480911108477009,0.32828753496917606,-1.2368356374184817,-1.378563135086837,-1.1793718107543043,-1.455404662705945,1.451494776656564,1.4564642001082544,-1.422751652536304,1.9528500736183794,-1.3056999981209416,-1.2379831754761408,-1.843672542330844,-0.4441119246727693,-1.0979652617788818,-1.507609613191302,1.4169752827045632,-1.0492586615889674,-0.5356748298015244,-1.7979272346899366,-0.922447768391135,-1.2156985449145266,2.341035786623567,1.5234926711916792,1.0,2,21,-0.33311951312490795,1.4059187136214917,-1.7708169802909548,0.1656235741592479,-1.6415736452957792,-1.6015677375778408,1.453479405346803,1.4586023800739514,-1.3082825330725207,-1.7590001795437455,-1.0980267143496305,-2.359011446247104,1.4193805806726563,0.19988466200458604,-0.5375652573111234,-1.3374806355771989
-1.3809287007551994,-0.15950921672102183,-1.0337728389022258,1.3594682878297457,0.4184654853037701,-1.4763644376998273,2.036203271096658,-1.6682377572999185,-1.3917277280745415,-0.7652524187616405,-1.4240329890470975,1.4356591189295758,1.4464019661516565,-1.422751652536304,1.2351347201757492,-1.3028732130904286,-1.246379665681328,-1.2435506648455699,-0.5308918002627668,-1.1247822098145372,-1.486070068893992,1.393267922967381,1.0986695554092445,-0.5354566443717054,-1.6879923294771209,-1.9023023965823116,-1.2469050339170156,0.8954421261622585,1.103145734867883,1.0,2,22,-0.32522790316396777,1.3612451504927632,-1.7668830027939648,0.25064695156900224,-1.6476603655352626,-1.602671714600462,1.4385904884011635,1.449986276325187,-1.3070423614047553,-1.7552807499714744,-1.1252818580817512,-2.344623489384715,1.3962977681587612,0.24073691695707955,-0.5402048761000711,-1.339864850601845
-1.2308837463220383,-0.6253697636797116,-0.6124353985750592,1.349816289224438,1.1375088517054064,-1.4656896454403578,1.0114538294201687,-1.2821062302455364,-1.386959785750165,-0.35113302676269925,-1.3773846743020857,1.4379940552295878,1.3817498783556577,-0.12965063220133669,-0.04059735696546301,-1.349522238557268,-1.1978260484078531,-2.375877101584933,-0.6132888538531769,-1.1442022735981785,-1.4480850976305515,1.4006297095818625,-0.5922526579723267,-0.5388397971252733,-1.5714941463411585,-1.9023023965823116,-1.2753979151801578,1.562639200221336,1.4894104871654568,1.0,2,23,-0.33827667605007233,1.3511640500824469,-1.7626431011330013,0.2837240991510957,-1.6528962497989281,-1.6009473735831983,1.4402569248228616,1.3851330872090966,-1.3526955850483953,-1.7483836341357575,-1.1442178600258968,-2.328790298850892,1.4030898904968248,0.20452080589749982,-0.5428498664174433,-1.3437121733278503
-1.455951177971793,-0.39345003368617637,-1.3748555286907431,1.3404033563253268,1.1239419957355758,-1.4652819276804478,-0.013295612256320302,-1.471177529699784,-1.3904668897575265,-1.7315310000883184,-1.3921384541605777,1.3838059462094099,1.3655810459451463,-1.422751652536304,0.9937298147487378,-1.3404660801692705,-1.2071960447237868,-1.1322107988928307,-0.5729668914578495,-1.1614570764715635,-1.4450320258275384,1.4259106708288556,-0.8664562601423113,-0.5402609926730998,-1.5583675904948655,-1.622343931385742,-1.2898518282481237,2.007437249594028,0.13748385412401337,1.0,2,24,-0.3405750394561477,1.3422948953773253,-1.7587328055250318,0.27134829563398594,-1.657922478682292,-1.6001948900371215,1.3861166201359838,1.3686890923897053,-1.3433704769572214,-1.742708779470007,-1.1624243157018468,-2.3140688488735193,1.4292804957471266,0.15989792092820468,-0.5453690076312948,-1.3480509570848545
-1.305906223538632,-0.35252302251082773,-1.7360019061140939,1.3349993989209985,1.2053431315545593,-1.458905221915451,0.32828753496917606,-1.2235207571752582,-1.3837874726893125,-0.903292216090436,-1.3725834442464324,1.3630354155798898,1.38420421729807,-1.422751652536304,1.8312191404993707,-1.3412639902490688,-1.2158164413344459,-1.360457524095966,-0.44455020687272806,-1.148388369030158,-1.456668590928162,1.406914697557211,2.8809929695141436,-0.5364319901609336,-0.8347661994672917,-1.3423854661891723,-1.291951449304335,0.9510418823338747,0.8645704466840686,1.0,2,25,-0.34105250591857045,1.3376608147040436,-1.7547792057295784,0.2736254434811341,-1.6621321785230267,-1.5984488457395958,1.3651833298369898,1.3919659256711931,-1.3440310648584488,-1.7380597865173213,-1.150240914197973,-2.301285053944502,1.4079608839483924,0.26873802187705986,-0.5474420259477281,-1.3521558836152803
-1.5684848937966704,-0.33736487022365985,-1.6156197803062344,1.3555786148875133,1.8701190740768734,-1.463117887262463,1.0114538294201687,-2.520390092868213,-1.427499844854618,-1.3174116080893772,-1.3704598232602778,1.3390563105883446,1.3945385865215587,-1.422751652536304,1.652950902645596,-1.3604994754643713,-1.223773730513516,-1.8414457450117911,-0.6404623502500609,-1.1994313615788363,-1.4627801025725182,1.3829648025505592,-0.5008514572489986,-0.5404323667473233,-2.4755856802554104,-1.622343931385742,-1.3046568485161427,0.7842426138191053,0.739602438587791,1.0,2,26,-0.3409102570579696,1.3576456663350258,-1.7513559501233757,0.30200220896098096,-1.6686259162222536,-1.5967270784901773,1.3407570633914045,1.401541446466407,-1.362570640107773,-1.7342759882945509,-1.2006778882217963,-2.289868396301222,1.3836615850662786,0.23913904518579557,-0.5496012916521272,-1.3566039699357593
-1.9060860412712757,-0.3141223700500606,-1.1140275894406468,1.3399637038168333,0.9340060121577939,-1.47952184796176,1.6946201238711618,-0.9092895834344252,-1.4083057906392293,-0.48917282409777213,-1.337818982177073,1.3643986591581228,1.3898024304656937,-0.7762011423688203,1.2667030539623512,-1.3370332112213046,-1.207196044723787,-0.7269336868248752,-0.324899166286622,-1.1855596366954453,-1.4498620177275412,1.3607889738406966,0.27605874889929094,-0.5324492691622277,-0.8249212825825719,-0.922447768391135,-1.2904998594382602,0.7842426138191053,2.0233647035766604,1.0,2,27,-0.33991773945643616,1.3417028259331703,-1.7490345397866245,0.3535786345587822,-1.6735359389090902,-1.5935042248396758,1.3654973037728004,1.3961949566140273,-1.3387232182436084,-1.729754178437632,-1.1864661672526335,-2.2785162779768378,1.3611622342495067,0.24050611325678298,-0.5511284361172359,-1.3600155559072309
-2.0561309957044367,-0.37374443571285354,-1.274537090517717,1.353081499070073,1.7073168024387524,-1.5001126734556425,1.6946201238711618,-1.8226903681216902,-1.4231031492341615,-2.2836901894160553,-1.3715974773600708,1.3721074770112445,1.3893836452142543,-2.0693021627037878,1.378120702620977,-1.334567907652494,-1.2379831754761406,-1.2680454353551753,-0.5102925368651045,-1.195180693781797,-1.44359895130776,1.338211491090426,1.6927773601108778,-0.5316573719959297,-1.4549959632052334,-1.4823646987906398,-1.2973504748774491,0.7286428576475287,1.580296311235383,1.0,2,28,-0.3411254070715627,1.3553629401015659,-1.7479056958132853,0.4014710297567404,-1.678914992181466,-1.5921367708955276,1.3740702748267197,1.3968541088501139,-1.337551641350241,-1.7273789306999736,-1.1963231910358172,-2.267609831819434,1.3391233292853986,0.2923710019091415,-0.5525013333524031,-1.3635133641437605
-1.6059961324049539,-0.1605197602068085,-1.1942823399790679,1.3456466997886105,1.1375088517054064,-1.5037620486761205,-1.0380450539328094,-1.9132315537758469,-1.4400020099214494,-1.0413320134255089,-1.3602078598789946,1.378501178932981,1.3843194732329784,-2.0693021627037878,1.242562563419673,-1.3298539400943354,-1.2666470558317804,-1.197901319804963,-0.4200064036755965,-1.1918041897208367,-1.4350005041890717,1.3210254189126667,-1.4605640648439444,-0.5278068734757658,-1.097297316393413,-1.3423854661891723,-1.2989019190076543,0.8398423699906818,1.5575748552179014,1.0,2,29,-0.33489744837998414,1.3483510394730214,-1.7470304024650771,0.3518336936797414,-1.684826960530046,-1.590334527989732,1.3809668199184542,1.3914488103020821,-1.3326253689641665,-1.7268067597740526,-1.1936583390875504,-2.256971475640251,1.3223190969917418,0.2319265826043793,-0.5535675094534374,-1.3668420812274793
-1.268394984930322,-0.3697022617696149,-1.7961929690179097,1.346395191940989,1.36814540319268,-1.4959151220417086,-0.013295612256320302,-0.6083732899368632,-1.4122804013125263,-1.3174116080893772,-1.3587799078365752,1.3795458100274152,1.3714225475535609,-1.422751652536304,0.9974437363706832,-1.3366249781572221,-1.2718490193037297,-1.5330343163227063,-0.6409006324500196,-1.1528840700206726,-1.4470383301552316,1.329077538785593,0.5502623510692753,-0.5315759793442845,-0.02420137595798938,-1.622343931385742,-1.3096815826677775,1.562639200221336,1.4098853911041422,1.0,2,30,-0.33605721305243963,1.3486903211139911,-1.7458482644285767,0.33966273104843203,-1.688911453194639,-1.5885883113187904,1.3815249440300976,1.3780562799585723,-1.3388586909856597,-1.7265603135606242,-1.1545085108199666,-2.247697463077179,1.3299923464898245,0.2425371858193928,-0.5547632450495547,-1.3704333951260965
