sensor_11,sensor_14,sensor_2,sensor_12_norm,sensor_12,sensor_11_norm,setting2,sensor_15,cycle,sensor_15_norm,setting3,sensor_13,sensor_13_norm,id,sensor_7_norm,sensor_21_norm,sensor_17,sensor_21,sensor_4_norm,sensor_17_norm,sensor_4,sensor_9,sensor_3_norm,sensor_2_norm,sensor_20_norm,setting1,sensor_9_norm,sensor_3,sensor_8,sensor_8_norm,sensor_20,sensor_7,RUL
47.14,8151.88,641.92,-0.29896032574937137,522.06,-0.9173600359930438,0.0001,8.3821,13,-0.23586518595460357,100.0,2388.02,-0.3211320585323271,1,-0.17527175457029026,0.23278603010512663,391,23.4273,-0.9114183554945443,-0.88710477411787,1395.55,9066.53,0.23473297276740346,-1.0239209633822344,0.21031795659894353,-0.0011,0.1225626612047841,1589.68,2387.98,-0.5718281193187472,39.04,554.52,246
47.28,8148.13,642.66,-0.15094409217988947,522.54,-0.4522985163852705,0.0001,8.4277,14,0.5146585017553554,100.0,2387.97,-0.6363866021662309,1,0.014370845197607196,-0.04317624833475384,390,23.386,-0.36623109930488007,-1.4533191001718349,1400.9,9067.34,-0.11519442001314525,0.3781288516775113,0.17029513961298107,0.0009,0.16283382299706806,1587.29,2388.02,-0.3201384939815518,39.03,555.17,245
47.29,8150.63,642.34,-0.10967722545058911,522.72,-0.4286392628743698,0.0004,8.4007,15,0.0840141074201627,100.0,2388.0,-0.47158266298905427,1,-0.3520826908639884,0.4280540375392717,390,23.4556,-0.8231746182710016,-1.4591774145118825,1396.5,9069.89,-1.0733563495776741,-0.23241904377064077,0.12244957040321526,-0.005,0.2766414321519432,1580.8,2387.95,-0.7909435694196177,39.02,553.96,244
47.14,8147.5,641.68,-0.2340034674836455,522.28,-0.904964373011812,0.0003,8.4197,16,0.3858084136862741,100.0,2387.98,-0.5604745884567989,1,-0.38394450072563824,-0.1485328649096519,391,23.3717,-0.9103732532235423,-0.8877467129219903,1395.49,9071.14,-0.10313948893712631,-1.4827229457222233,-0.1121449673412551,0.0024,0.37357222200931794,1587.32,2388.02,-0.3139621134170698,38.96,553.82,243
47.0,8154.66,641.9,-0.33792586052061585,521.98,-1.4013551542194451,0.0001,8.3761,17,-0.3246194273432288,100.0,2387.93,-0.9229648555768946,1,-0.030691023868776972,-0.13706399000357036,393,23.3718,-0.9696440991112322,0.24789114377808305,1395.08,9060.74,0.43938901981380457,-1.08532592281075,0.20365914825286568,-0.0019,-0.18221299857844891,1591.12,2388.0,-0.46909017256979163,39.04,555.06,242
47.2,8151.19,642.39,-0.2700681582024922,522.2,-0.7305166084642093,0.0002,8.4205,18,0.41291426954677835,100.0,2388.01,-0.4070994926181061,1,-0.2790391301832525,1.029587785234026,392,23.5448,-0.23110784360700032,-0.3211317089852388,1402.24,9075.87,-1.3430706402443615,-0.1354978075161831,0.5284974596515251,-0.0036,0.5765266229463135,1578.96,2387.97,-0.6622022106802727,39.12,554.21,241
47.16,8154.65,642.3,-0.3051276688147606,522.04,-0.8509226760490897,-0.0,8.3727,19,-0.39057840228076857,100.0,2387.98,-0.5733356934383033,1,-0.15484870536450138,0.10382544962355066,391,23.408,-0.5751346273775684,-0.88710477411787,1398.85,9074.41,-0.5910371089406498,-0.30394943672994995,0.09024950564102766,-0.001,0.5143364327151111,1584.04,2387.98,-0.5718281193187472,39.01,554.59,240
47.16,8146.24,642.26,-0.017143995016809646,523.02,-0.8646843176152755,0.0004,8.4252,20,0.4909865302535962,100.0,2388.03,-0.27813315187914206,1,-0.19723034222083627,0.6620587577747976,391,23.4903,-0.917038863034815,-0.8901545617485607,1395.59,9071.28,-1.2419277812443412,-0.38749302177799344,-0.48662226346930715,-0.0028,0.34634718720285446,1579.65,2387.97,-0.6622022106802727,38.87,554.49,239
47.26,8148.33,642.62,-0.08001964692784311,522.77,-0.5187358763292482,-0.0002,8.422,21,0.42084304079162516,100.0,2388.01,-0.38418296725738754,1,-0.3269858343846082,0.7773605020869901,391,23.5088,-0.6607341218073369,-0.88710477411787,1398.01,9074.66,0.3079395402947118,0.3023423751878652,-0.26995584723269156,0.0001,0.5267658036386633,1590.18,2387.99,-0.508905712985879,38.92,554.0,238
47.32,8152.3,642.13,-0.10777269072212974,522.68,-0.31942379649733865,0.0004,8.4134,22,0.27929690670595503,100.0,2388.03,-0.2580811498043995,1,-0.17818933302825535,-0.2616742266636575,392,23.3533,-0.7565240322406642,-0.32089044806390526,1397.07,9075.72,-0.2733206058721207,-0.6260419618111613,0.13027232262701857,0.0011,0.5794663363544996,1586.21,2387.98,-0.5718281193187472,39.02,554.51,237
47.17,8153.47,642.05,-0.5326543250545215,521.82,-0.9155953013740753,-0.0001,8.3946,23,0.16142552994267162,100.0,2388.03,-0.46090205471881296,1,-0.395676806951536,0.1875638420046166,391,23.4476,-1.121094883174072,-0.9894480249382117,1394.01,9068.45,-0.3905681458696286,-0.8155492854200352,0.12096973007632167,-0.0057,0.09268428468505456,1586.03,2387.99,-0.7212827516938587,39.06,554.36,236
47.41,8154.84,642.02,-0.19047879646694274,522.59,-0.05699261866136471,0.0002,8.4162,24,0.31950233695974856,100.0,2388.02,-0.47253236179183644,1,-0.2616706207252775,0.389385787841441,391,23.4648,-1.0429342793726268,-0.9491133275178789,1394.81,9072.51,-0.4257096104925948,-0.8668385874828457,0.28962650200550955,0.0057,0.37061499822555033,1585.13,2387.96,-0.9006427253695277,39.07,554.39,235
47.31,8154.5,641.93,-0.2927929826839471,522.08,-0.35264247646931574,-0.0004,8.3952,25,-0.020254214265974606,100.0,2388.04,-0.19503024107933908,1,-0.38241982508601147,-0.05520365998588245,391,23.3842,0.2166606960978659,-0.88710477411787,1406.62,9076.1,-0.18400859348881912,-1.0049743442598227,-0.5501155661344858,-0.0009,0.5983589801583497,1586.82,2387.99,-0.508905712985879,38.85,553.81,234
47.28,8150.15,642.37,-0.29896032574937137,522.06,-0.4522985163852705,-0.0001,8.3937,26,-0.04494249346696087,100.0,2388.02,-0.3211320585323271,1,-0.09649713620516617,-0.16278217530991493,392,23.3681,-0.5832869601803968,-0.32089044806390526,1398.77,9065.37,-0.4124130841740133,-0.17132310287285385,-0.22993303024672906,0.0009,0.0648903801195089,1585.26,2387.98,-0.5718281193187472,38.93,554.79,233
47.33,8148.77,642.12,-0.2927929826839471,522.08,-0.28620511652536157,-0.0001,8.4132,27,0.27600513614583133,100.0,2388.03,-0.2580811498043995,1,-0.27446942214120323,-0.10799063334362807,390,23.3763,-0.441640177731113,-1.4533191001718349,1400.16,9065.21,-0.7769817904600104,-0.6449885809335729,0.29036359057089695,0.0005,0.05693558272835226,1582.77,2387.98,-0.5718281193187472,39.06,554.18,232
47.17,8149.12,643.01,-0.25887259582427125,522.19,-0.817703996077089,0.0004,8.4243,28,0.4586984022331355,100.0,2388.04,-0.19503024107933908,1,-0.13442565615874566,0.49538451782153353,391,23.4666,-0.43348784492828457,-0.88710477411787,1400.24,9055.81,-1.4168071906486697,1.0412605209625612,0.13027232262701857,-0.0006,-0.41040876399719417,1578.4,2387.99,-0.508905712985879,39.02,554.66,231
47.22,8153.95,642.04,-0.376052114066807,521.81,-0.6516105962171801,-0.0001,8.4001,29,0.060394164457231586,100.0,2388.01,-0.38418296725738754,1,-0.29781004980492404,0.4098562571912645,393,23.4538,-1.166178755583166,0.24532387799005953,1393.05,9068.18,-0.08444766165167042,-0.7965615339130805,0.21031795659894353,-0.0012,0.20459650930021084,1587.5,2387.97,-0.6347505256544768,39.04,554.1,230
47.34,8149.55,642.53,-0.17869713597414102,522.45,-0.25298643655336095,-0.0004,8.4513,30,0.9030874278508589,100.0,2387.97,-0.6363866021662309,1,-0.09941471466313127,0.11919380895554173,392,23.4103,-0.7972856962548298,-0.32089044806390526,1396.67,9068.92,-0.15911836052952363,0.13182280308594604,0.5305004924867003,-0.0016,0.24138744723391464,1586.99,2388.03,-0.25721608764582227,39.12,554.78,229
47.24,8150.74,642.32,-0.20953385130112226,522.35,-0.5851732362732024,0.0001,8.3766,31,-0.3263888763582101,100.0,2388.01,-0.38418296725738754,1,-0.4115956096656625,0.2521635266541764,390,23.4302,-0.7157623682264755,-1.4533191001718349,1397.47,9063.81,-0.2850336566764794,-0.26605619848491147,0.8506830283744854,-0.0004,-0.012668894443522236,1586.13,2387.95,-0.7605953383230745,39.2,553.71,228
47.17,8151.57,642.11,-0.09959935035041774,522.72,-0.8048796138366371,-0.0005,8.4155,32,0.31574417225742235,100.0,2387.96,-0.6844341732973729,1,0.03889490987491962,-0.20636227151138758,391,23.3631,-1.2228162607629434,-0.8877467129219903,1392.44,9066.15,-0.046854835945555895,-0.6525187310189945,0.12904755088544612,0.0018,0.11896659376567578,1587.7,2388.03,-0.2518110223241561,39.02,555.28,227
47.27,8154.7,642.49,-0.3348065553335316,521.95,-0.47126374991939507,-0.0003,8.4126,33,0.26736648174702893,100.0,2388.0,-0.4365150036162249,1,-0.2738904075556255,0.08547450133920158,392,23.4065,-0.4545137832070279,-0.31831647608615576,1399.94,9059.84,-1.2554937001852593,0.08115010988141573,0.6918300934143681,0.0026,-0.20298962150833674,1579.54,2388.0,-0.438264295600071,39.16,554.2,226
47.47,8146.6,642.21,-0.322503655448331,522.03,0.17511542830533294,-0.0002,8.4218,34,0.4345087246358787,100.0,2388.02,-0.34261632225009025,1,-0.25858693319266507,0.5838323959669486,391,23.4787,-0.1104252431963865,-0.8901545617485607,1403.41,9068.03,-0.2495550922152379,-0.48441425803245114,0.12244957040321526,-0.0024,0.18336610524943,1586.42,2387.96,-0.7265728900484817,39.02,554.28,225
47.55,8148.97,641.8,-0.4554105653506855,522.09,0.4477433177046263,0.0003,8.4268,35,0.7005187517183709,100.0,2388.02,-0.5337069652748431,1,-0.5620044365937293,-0.9329923778903482,392,23.2894,-0.8646602340806846,-0.3744527613174742,1396.33,9069.69,0.3510637159971842,-1.3304057735174617,-0.5303299835501616,-0.0055,0.1552153200426286,1590.74,2388.03,-0.4326532681588219,38.9,553.75,224
47.32,8146.41,642.45,-0.24962158122618738,522.22,-0.31942379649733865,-0.0004,8.4141,36,0.2908181036664172,100.0,2388.03,-0.2580811498043995,1,-0.07899166545734239,0.9170121151473497,393,23.5297,-0.876770941082477,0.24532387799005953,1395.89,9067.31,-0.9102177433597236,-0.019750149893346197,-0.3099786642186825,0.0012,0.16134229848620923,1581.86,2388.02,-0.3201384939815518,38.91,554.85,223
47.33,8151.59,642.06,-0.15285939965302187,522.58,-0.2944715537233274,-0.0001,8.3305,37,-1.0820864673923782,100.0,2388.02,-0.34261632225009025,1,-0.10081284212225289,0.41658982934329797,393,23.4539,-0.7736638078461355,0.24789114377808305,1396.98,9073.55,0.1271654115963927,-0.7751779667962649,0.16305435932804047,-0.004,0.46018320444410005,1588.99,2387.95,-0.7909435694196177,39.03,554.82,222
47.3,8148.72,642.49,-0.13014574060797265,522.62,-0.37117899074424376,-0.0004,8.3718,38,-0.41325757784737455,100.0,2387.98,-0.5604745884567989,1,-0.03350909878956329,0.2112198389499275,392,23.4252,-0.28753604475155436,-0.31831647608615576,1401.57,9071.77,0.10274384700567904,0.08115010988141573,-0.6347287568324316,0.004,0.405716820364781,1588.71,2388.01,-0.3761132045071573,38.83,555.03,221
47.19,8155.39,641.6,-0.28171587550454563,522.26,-0.7572742628516308,-0.0,8.4005,39,0.0758911334824233,100.0,2387.99,-0.6838136875060313,1,-0.2830314877232699,-0.29361549769387174,392,23.3543,-0.47879546566553416,-0.4015479462575689,1400.48,9074.51,-1.3150008561344533,-1.6583818467850726,-0.3582729964888441,0.0065,0.4670605505999945,1578.79,2388.02,-0.4800312227883358,38.91,554.31,220
47.24,8150.31,642.22,-0.17252979290875178,522.47,-0.5851732362732024,-0.0002,8.3948,40,-0.026837755386251255,100.0,2388.02,-0.3211320585323271,1,-0.17818933302825535,0.10583001823206814,394,23.4083,-0.9409705619048208,0.8115382040440243,1395.26,9069.77,-0.6115349478482774,-0.4555223897092422,-0.1899102132607666,0.0007,0.28364730837401037,1583.9,2387.96,-0.6976729319873449,38.94,554.51,219
47.32,8151.32,641.96,-0.17869713597414102,522.45,-0.31942379649733865,-0.0002,8.3559,41,-0.667087129331803,100.0,2387.97,-0.6363866021662309,1,-0.14901354844857118,-0.45812195029884517,392,23.3239,-0.3845738481112673,-0.32089044806390526,1400.72,9072.56,-0.8106568115225748,-0.9481344868923728,0.33038640755685944,-0.0014,0.4223590878808064,1582.54,2387.97,-0.6347505256544768,39.07,554.61,218
47.26,8148.7,642.06,-0.25844057968966166,522.2,-0.5046253363111358,-0.0002,8.4148,42,0.30406679868594705,100.0,2387.97,-0.6224543808784951,1,-0.24203264374328198,0.2986363838129908,392,23.4382,-0.11953390299265063,-0.31831647608615576,1403.21,9071.68,-0.48972618448436567,-0.749054104821813,-0.514132497719081,0.0018,0.40112473488542916,1584.71,2388.0,-0.438264295600071,38.86,554.31,217
47.1,8144.75,642.71,-0.18794815057225994,522.42,-1.0502347558809757,0.0004,8.4327,43,0.5969527657586527,100.0,2387.98,-0.5733356934383033,1,-0.3386561482164686,0.28891395114375845,392,23.4357,-0.5211254225587602,-0.32089044806390526,1399.38,9072.52,-0.9643906033299158,0.47286194728978437,0.6105461264586537,0.0009,0.42037038853308506,1581.49,2387.96,-0.6976729319873449,39.14,553.96,216
47.26,8149.9,642.69,-0.08127151619590561,522.78,-0.5046253363111358,0.0001,8.4334,44,0.6143512964422441,100.0,2387.94,-0.8083937581379468,1,-0.6648720543438398,-0.28436472692765613,389,23.3515,0.33632556702386385,-2.0266071865936595,1407.66,9068.1,-0.36678865295019214,0.4672916050922504,0.7320288464521706,0.002,0.21846177915150927,1585.54,2387.99,-0.5004153866929848,39.17,552.85,215
47.17,8153.01,642.56,-0.1484735747625195,522.56,-0.8048796138366371,0.0001,8.4343,45,0.6293650624627039,100.0,2387.98,-0.5604745884567989,1,-0.26520192651589547,-0.5425797517539921,391,23.3131,0.3660332628226889,-0.8877467129219903,1407.95,9066.98,-0.5608225882631738,0.21629963320505421,0.08884879784764355,0.0019,0.16131582651962642,1584.23,2387.96,-0.6868686599660734,39.01,554.23,214
47.21,8145.17,642.02,-0.319419214433874,522.04,-0.6969746811764546,0.0003,8.4268,46,0.5175643211325116,100.0,2388.04,-0.21364998151112619,1,-0.1621694330940817,0.7335414677026522,392,23.5009,-0.41058453139713375,-0.3211317089852388,1400.5,9071.26,-0.7655302569689211,-0.852714955799831,-0.4460174745444531,-0.0037,0.3453442266985038,1582.9,2388.06,-0.08286609635175653,38.88,554.61,213
47.28,8150.46,642.6,-0.322503655448331,522.03,-0.46218119016212444,0.0003,8.3755,47,-0.3345860989228,100.0,2387.97,-0.6650321740989665,1,-0.3082565544555535,-0.8303114032661626,392,23.269,-0.6416349800465007,-0.3211317089852388,1398.26,9073.71,0.5830411963645493,0.2715713847529799,0.6097070375012044,-0.0019,0.4682068884787229,1592.1,2388.01,-0.40471949319865547,39.14,554.11,212
47.27,8150.94,642.44,-0.22803588049732504,522.29,-0.4855171963572476,0.0,8.3998,48,0.055456508617046034,100.0,2388.04,-0.19503024107933908,1,-0.2803045790571334,-0.49219961664371353,394,23.3188,-0.5425252961662081,0.8115382040440243,1399.17,9066.97,-0.703775222932702,-0.03869676901575773,0.13027232262701857,0.0003,0.14443835403017094,1583.27,2388.02,-0.3201384939815518,39.02,554.16,211
47.28,8149.51,642.37,-0.33786119435928363,521.94,-0.43790216352767797,-0.0004,8.3804,49,-0.2697927025407162,100.0,2388.01,-0.3745352111945287,1,-0.35787905760644806,-0.07792719405870328,390,23.3822,-1.08042420158926,-1.4571769497578249,1393.83,9076.18,-0.18756646842444824,-0.15053478724504116,-0.27293997949237975,0.003,0.6307290088526516,1586.75,2388.04,-0.18965993123406863,38.92,553.91,210
47.08,8148.25,642.41,-0.3143786834128445,522.01,-1.1166721158249533,0.0004,8.4073,50,0.1788979046219481,100.0,2388.04,-0.19503024107933908,1,-0.24821121601948412,-0.1180134763862392,392,23.3748,-0.6097820417896126,-0.32089044806390526,1398.51,9068.53,0.3196525910990705,-0.09553662638320772,-0.0698417623028507,-0.0008,0.22199762859320207,1590.26,2387.98,-0.5718281193187472,38.97,554.27,209
47.21,8153.0,642.2,-0.19411549363764918,522.4,-0.6848292761891571,-0.0,8.3567,51,-0.6539200470912789,100.0,2387.98,-0.5733356934383033,1,-0.11983776386888699,0.5742308830900775,391,23.4784,-1.450491362082064,-0.88710477411787,1390.26,9067.59,-0.05370090329019557,-0.49341562795406524,-0.35000148120464497,-0.0012,0.17526319392062029,1587.71,2387.99,-0.508905712985879,38.9,554.71,208
47.24,8150.07,642.61,-0.4130561724591424,521.69,-0.5851732362732024,0.0003,8.3914,52,-0.08279785490847119,100.0,2387.93,-0.888590237072207,1,-0.3007276282628891,-0.4982133224692659,391,23.3179,-0.07274711840279997,-0.88710477411787,1403.78,9063.21,-0.6993828288810675,0.2833957560654537,-0.0698417623028507,0.0002,-0.04249938466006572,1583.3,2387.97,-0.6347505256544768,38.97,554.09,207
47.34,8150.1,642.45,-0.19411549363764918,522.4,-0.25298643655336095,-0.0002,8.411,53,0.23979565998438285,100.0,2388.04,-0.19503024107933908,1,-0.5837327386857694,0.3109642058374982,391,23.439,-0.45183059373467177,-0.88710477411787,1400.06,9064.82,-0.7389143753458113,-0.019750149893346197,-0.3099786642186825,0.0006,0.037545764087639696,1583.03,2388.03,-0.25721608764582227,38.91,553.12,206
47.22,8145.58,642.48,-0.23111955203001966,522.28,-0.6516105962171801,-0.0004,8.4074,54,0.1805437899020392,100.0,2388.04,-0.19503024107933908,1,-0.09357955774720107,0.10783458684058561,392,23.4086,0.18405136488652882,-0.32089044806390526,1406.3,9068.35,-0.49733270250568035,0.03708970747388839,0.010203871669102695,0.0007,0.21304848152822997,1584.68,2388.03,-0.25721608764582227,38.99,554.8,205
47.12,8150.6,642.25,-0.18794815057225994,522.42,-0.9837973959370215,0.0004,8.4106,55,0.23321211886413543,100.0,2388.02,-0.3211320585323271,1,-0.16360144073842986,0.31430515351836064,391,23.4395,-0.32954560169212876,-0.88710477411787,1401.26,9066.05,-0.12397920811641427,-0.39868253234200757,-0.22993303024672906,0.0002,0.09869826903149505,1587.23,2388.01,-0.38306090031441997,38.93,554.56,204
47.07,8148.37,642.79,-0.11085636225482436,522.67,-1.1498907957969304,0.0,8.4308,56,0.5656809454373898,100.0,2388.03,-0.2580811498043995,1,-0.25696395139337946,0.059724940236047436,394,23.4014,-0.86046627547682,0.8115382040440243,1396.05,9067.08,-0.41387721552455814,0.6244349002690767,-0.10986457928881319,0.0008,0.14990727723656286,1585.25,2388.01,-0.38306090031441997,38.96,554.24,203
47.11,8148.7,642.47,-0.2885748042892691,522.14,-1.0323939540540725,-0.0003,8.3816,57,-0.23325827119692374,100.0,2387.99,-0.5360658333600025,1,-0.25566519076543825,0.48739817408315544,391,23.4644,-0.8716539534786839,-0.8901545617485607,1396.03,9074.48,-0.2920644097659624,0.019576170491169564,0.04123999255353599,-0.0024,0.5068208678954023,1586.13,2387.97,-0.6622022106802727,39.0,554.29,202
47.17,8148.44,641.98,-0.36568582965076374,521.89,-0.831142390327497,-0.0001,8.4089,58,0.22022528567459704,100.0,2388.05,-0.149166811140178,1,-0.387143599990743,-0.26384464534730245,393,23.353,-0.1929432605711788,0.24789114377808305,1402.61,9068.44,-0.08391533762103223,-0.9302519448033972,0.8533357710502133,-0.0043,0.2039267955881624,1587.55,2387.98,-0.5978315313091367,39.2,553.84,201
47.24,8151.41,642.01,-0.058433946198945715,522.84,-0.5851732362732024,-0.0,8.4339,59,0.6167033891194241,100.0,2388.01,-0.38418296725738754,1,-0.18694206840215066,0.643722594852183,393,23.4888,0.09335666245499248,0.24532387799005953,1405.41,9066.73,0.15566987983791572,-0.8534013912803151,-0.029818945316888227,0.0002,0.13250615794357162,1589.14,2387.96,-0.6976729319873449,38.98,554.48,200
47.31,8148.29,642.52,-0.21878486589920612,522.32,-0.35264247646931574,-0.0003,8.3837,60,-0.20953102147355546,100.0,2387.98,-0.5733356934383033,1,-0.2803045790571334,-0.4982133224692659,392,23.3179,0.18608944808723593,-0.32089044806390526,1406.32,9069.03,-1.3421364917708165,0.11287618396353451,0.010203871669102695,-0.0001,0.24685637044030656,1578.91,2388.03,-0.25721608764582227,38.99,554.16,199
47.23,8152.04,641.97,-0.2340034674836455,522.28,-0.6047100954863108,-0.0004,8.3578,61,-0.6468050492768509,100.0,2387.98,-0.5604745884567989,1,-0.3057481713680019,0.19508139989827253,391,23.4228,-0.43709892704910963,-0.8877467129219903,1400.11,9075.7,-0.5756343390504114,-0.922817777666491,0.8124263525277187,0.003,0.6062378862961701,1584.13,2388.01,-0.3761132045071573,39.19,554.09,198
47.25,8150.95,642.47,-0.21873027235485068,522.33,-0.537986922702853,-0.0004,8.4285,62,0.532609681441917,100.0,2388.02,-0.312555418775651,1,-0.2883712092885418,-0.06515092980949037,390,23.3841,-0.6542724273715705,-1.4571769497578249,1397.99,9067.62,0.8729548879427439,0.042535960360376164,-0.3131387325301823,0.0031,0.19397065659502782,1593.91,2388.04,-0.18965993123406863,38.91,554.15,197
47.32,8151.24,641.82,-0.08310331846053773,522.76,-0.31942379649733865,-0.0002,8.3982,63,0.02912234413596868,100.0,2388.04,-0.19503024107933908,1,-0.11400260695295678,0.2695364545947087,391,23.4328,-0.07580424320386066,-0.88710477411787,1403.75,9065.3,-0.6100708164977326,-1.2133871546063495,-0.029818945316888227,0.0008,0.0614101562608383,1583.91,2388.01,-0.38306090031441997,38.98,554.73,196
47.34,8146.73,642.49,-0.06768496079706462,522.81,-0.25298643655336095,0.0002,8.4168,64,0.3352570062282042,100.0,2387.98,-0.5733356934383033,1,-0.06732135162548199,-0.13872735200763395,391,23.3717,-0.5058397985534568,-0.88710477411787,1399.53,9072.87,0.19080903225102508,0.056036326596299924,-0.26995584723269156,-0.0006,0.4377715078260763,1589.38,2388.0,-0.4459833066501495,38.92,554.89,195
47.31,8153.43,642.15,-0.14977495863856488,522.59,-0.3615554082988367,-0.0003,8.398,65,0.039164085311974434,100.0,2387.97,-0.6650321740989665,1,-0.3374739787278545,0.7220772595066545,391,23.4992,-1.3667620577273205,-0.8901545617485607,1391.23,9068.0,0.13596044281377706,-0.6007197415380207,0.32547351502737015,-0.0035,0.181861664492904,1589.05,2387.96,-0.7265728900484817,39.07,554.01,194
