sensor_11,sensor_14,sensor_2,sensor_12_norm,sensor_12,sensor_11_norm,setting2,sensor_15,cycle,sensor_15_norm,setting3,sensor_13,sensor_13_norm,id,sensor_7_norm,sensor_21_norm,sensor_17,sensor_21,sensor_4_norm,sensor_17_norm,sensor_4,sensor_9,sensor_3_norm,sensor_2_norm,sensor_20_norm,setting1,sensor_9_norm,sensor_3,sensor_8,sensor_8_norm,sensor_20,sensor_7
47.35,8144.53,642.28,-0.2492766626124056,522.23,-0.2043710587856109,-0.0002,8.4235,11,0.4491998702171273,100.0,2388.03,-0.2505756263539547,1,-0.2449288040898586,0.1271654688892823,392,23.4127,-1.2801828457537794,-0.3183164760861557,1391.88,9068.24,-0.8348399778273059,-0.3242984600899387,-0.0719462143034811,0.0026,0.2256050232304598,1582.38,2388.01,-0.3761132045071573,38.97,554.3
47.26,8149.04,641.88,-0.2916592453037261,522.13,-0.5292650447376576,-0.0004,8.359,12,-0.6086695673616562,100.0,2387.98,-0.6005490037280183,1,-0.2381347362020444,-0.1761771709074948,392,23.366,-0.6952716913401016,-0.3211317089852388,1397.74,9075.26,-0.7156917467370429,-1.124094417312533,0.4066830928770494,-0.0036,0.5459363275642569,1583.24,2388.04,-0.2116074550911015,39.09,554.35
47.14,8151.88,641.92,-0.2989603257493713,522.06,-0.9173600359930438,0.0001,8.3821,13,-0.2358651859546035,100.0,2388.02,-0.3211320585323271,1,-0.1752717545702902,0.2327860301051266,391,23.4273,-0.9114183554945444,-0.88710477411787,1395.55,9066.53,0.2347329727674034,-1.0239209633822344,0.2103179565989435,-0.0011,0.1225626612047841,1589.68,2387.98,-0.5718281193187472,39.04,554.52
47.28,8148.13,642.66,-0.1509440921798894,522.54,-0.4522985163852705,0.0001,8.4277,14,0.5146585017553554,100.0,2387.97,-0.6363866021662309,1,0.0143708451976071,-0.0431762483347538,390,23.386,-0.36623109930488,-1.4533191001718349,1400.9,9067.34,-0.1151944200131452,0.3781288516775113,0.170295139612981,0.0009,0.162833822997068,1587.29,2388.02,-0.3201384939815518,39.03,555.17
47.29,8150.63,642.34,-0.1096772254505891,522.72,-0.4286392628743698,0.0004,8.4007,15,0.0840141074201627,100.0,2388.0,-0.4715826629890542,1,-0.3520826908639884,0.4280540375392717,390,23.4556,-0.8231746182710016,-1.4591774145118823,1396.5,9069.89,-1.073356349577674,-0.2324190437706407,0.1224495704032152,-0.005,0.2766414321519432,1580.8,2387.95,-0.7909435694196177,39.02,553.96
47.14,8147.5,641.68,-0.2340034674836455,522.28,-0.904964373011812,0.0003,8.4197,16,0.3858084136862741,100.0,2387.98,-0.5604745884567989,1,-0.3839445007256382,-0.1485328649096519,391,23.3717,-0.9103732532235423,-0.8877467129219903,1395.49,9071.14,-0.1031394889371263,-1.4827229457222233,-0.1121449673412551,0.0024,0.3735722220093179,1587.32,2388.02,-0.3139621134170698,38.96,553.82
47.0,8154.66,641.9,-0.3379258605206158,521.98,-1.4013551542194451,0.0001,8.3761,17,-0.3246194273432288,100.0,2387.93,-0.9229648555768946,1,-0.0306910238687769,-0.1370639900035703,393,23.3718,-0.9696440991112322,0.247891143778083,1395.08,9060.74,0.4393890198138045,-1.08532592281075,0.2036591482528656,-0.0019,-0.1822129985784489,1591.12,2388.0,-0.4690901725697916,39.04,555.06
47.2,8151.19,642.39,-0.2700681582024922,522.2,-0.7305166084642093,0.0002,8.4205,18,0.4129142695467783,100.0,2388.01,-0.4070994926181061,1,-0.2790391301832525,1.029587785234026,392,23.5448,-0.2311078436070003,-0.3211317089852388,1402.24,9075.87,-1.3430706402443615,-0.1354978075161831,0.5284974596515251,-0.0036,0.5765266229463135,1578.96,2387.97,-0.6622022106802727,39.12,554.21
47.16,8154.65,642.3,-0.3051276688147606,522.04,-0.8509226760490897,-0.0,8.3727,19,-0.3905784022807685,100.0,2387.98,-0.5733356934383033,1,-0.1548487053645013,0.1038254496235506,391,23.408,-0.5751346273775684,-0.88710477411787,1398.85,9074.41,-0.5910371089406498,-0.3039494367299499,0.0902495056410276,-0.001,0.5143364327151111,1584.04,2387.98,-0.5718281193187472,39.01,554.59
47.16,8146.24,642.26,-0.0171439950168096,523.02,-0.8646843176152755,0.0004,8.4252,20,0.4909865302535962,100.0,2388.03,-0.278133151879142,1,-0.1972303422208362,0.6620587577747976,391,23.4903,-0.917038863034815,-0.8901545617485607,1395.59,9071.28,-1.2419277812443412,-0.3874930217779934,-0.4866222634693071,-0.0028,0.3463471872028544,1579.65,2387.97,-0.6622022106802727,38.87,554.49
47.26,8148.33,642.62,-0.0800196469278431,522.77,-0.5187358763292482,-0.0002,8.422,21,0.4208430407916251,100.0,2388.01,-0.3841829672573875,1,-0.3269858343846082,0.7773605020869901,391,23.5088,-0.6607341218073369,-0.88710477411787,1398.01,9074.66,0.3079395402947118,0.3023423751878652,-0.2699558472326915,0.0001,0.5267658036386633,1590.18,2387.99,-0.508905712985879,38.92,554.0
47.32,8152.3,642.13,-0.1077726907221297,522.68,-0.3194237964973386,0.0004,8.4134,22,0.279296906705955,100.0,2388.03,-0.2580811498043995,1,-0.1781893330282553,-0.2616742266636575,392,23.3533,-0.7565240322406642,-0.3208904480639052,1397.07,9075.72,-0.2733206058721207,-0.6260419618111613,0.1302723226270185,0.0011,0.5794663363544996,1586.21,2387.98,-0.5718281193187472,39.02,554.51
47.17,8153.47,642.05,-0.5326543250545215,521.82,-0.9155953013740752,-0.0001,8.3946,23,0.1614255299426716,100.0,2388.03,-0.4609020547188129,1,-0.395676806951536,0.1875638420046166,391,23.4476,-1.121094883174072,-0.9894480249382116,1394.01,9068.45,-0.3905681458696286,-0.8155492854200352,0.1209697300763216,-0.0057,0.0926842846850545,1586.03,2387.99,-0.7212827516938587,39.06,554.36
47.41,8154.84,642.02,-0.1904787964669427,522.59,-0.0569926186613647,0.0002,8.4162,24,0.3195023369597485,100.0,2388.02,-0.4725323617918364,1,-0.2616706207252775,0.389385787841441,391,23.4648,-1.0429342793726268,-0.9491133275178788,1394.81,9072.51,-0.4257096104925948,-0.8668385874828457,0.2896265020055095,0.0057,0.3706149982255503,1585.13,2387.96,-0.9006427253695277,39.07,554.39
47.31,8154.5,641.93,-0.2927929826839471,522.08,-0.3526424764693157,-0.0004,8.3952,25,-0.0202542142659746,100.0,2388.04,-0.195030241079339,1,-0.3824198250860114,-0.0552036599858824,391,23.3842,0.2166606960978659,-0.88710477411787,1406.62,9076.1,-0.1840085934888191,-1.004974344259823,-0.5501155661344858,-0.0009,0.5983589801583497,1586.82,2387.99,-0.508905712985879,38.85,553.81
47.28,8150.15,642.37,-0.2989603257493713,522.06,-0.4522985163852705,-0.0001,8.3937,26,-0.0449424934669608,100.0,2388.02,-0.3211320585323271,1,-0.0964971362051661,-0.1627821753099149,392,23.3681,-0.5832869601803968,-0.3208904480639052,1398.77,9065.37,-0.4124130841740133,-0.1713231028728538,-0.229933030246729,0.0009,0.0648903801195089,1585.26,2387.98,-0.5718281193187472,38.93,554.79
47.33,8148.77,642.12,-0.2927929826839471,522.08,-0.2862051165253615,-0.0001,8.4132,27,0.2760051361458313,100.0,2388.03,-0.2580811498043995,1,-0.2744694221412032,-0.107990633343628,390,23.3763,-0.441640177731113,-1.4533191001718349,1400.16,9065.21,-0.7769817904600104,-0.6449885809335729,0.2903635905708969,0.0005,0.0569355827283522,1582.77,2387.98,-0.5718281193187472,39.06,554.18
47.17,8149.12,643.01,-0.2588725958242712,522.19,-0.817703996077089,0.0004,8.4243,28,0.4586984022331355,100.0,2388.04,-0.195030241079339,1,-0.1344256561587456,0.4953845178215335,391,23.4666,-0.4334878449282845,-0.88710477411787,1400.24,9055.81,-1.4168071906486697,1.0412605209625612,0.1302723226270185,-0.0006,-0.4104087639971941,1578.4,2387.99,-0.508905712985879,39.02,554.66
47.22,8153.95,642.04,-0.376052114066807,521.81,-0.6516105962171801,-0.0001,8.4001,29,0.0603941644572315,100.0,2388.01,-0.3841829672573875,1,-0.297810049804924,0.4098562571912645,393,23.4538,-1.166178755583166,0.2453238779900595,1393.05,9068.18,-0.0844476616516704,-0.7965615339130805,0.2103179565989435,-0.0012,0.2045965093002108,1587.5,2387.97,-0.6347505256544768,39.04,554.1
47.34,8149.55,642.53,-0.178697135974141,522.45,-0.2529864365533609,-0.0004,8.4513,30,0.9030874278508588,100.0,2387.97,-0.6363866021662309,1,-0.0994147146631312,0.1191938089555417,392,23.4103,-0.7972856962548298,-0.3208904480639052,1396.67,9068.92,-0.1591183605295236,0.131822803085946,0.5305004924867003,-0.0016,0.2413874472339146,1586.99,2388.03,-0.2572160876458222,39.12,554.78
47.24,8150.74,642.32,-0.2095338513011222,522.35,-0.5851732362732024,0.0001,8.3766,31,-0.3263888763582101,100.0,2388.01,-0.3841829672573875,1,-0.4115956096656625,0.2521635266541764,390,23.4302,-0.7157623682264755,-1.4533191001718349,1397.47,9063.81,-0.2850336566764794,-0.2660561984849114,0.8506830283744854,-0.0004,-0.0126688944435222,1586.13,2387.95,-0.7605953383230745,39.2,553.71
47.17,8151.57,642.11,-0.0995993503504177,522.72,-0.8048796138366371,-0.0005,8.4155,32,0.3157441722574223,100.0,2387.96,-0.6844341732973729,1,0.0388949098749196,-0.2063622715113875,391,23.3631,-1.2228162607629434,-0.8877467129219903,1392.44,9066.15,-0.0468548359455558,-0.6525187310189945,0.1290475508854461,0.0018,0.1189665937656757,1587.7,2388.03,-0.2518110223241561,39.02,555.28
47.27,8154.7,642.49,-0.3348065553335316,521.95,-0.471263749919395,-0.0003,8.4126,33,0.2673664817470289,100.0,2388.0,-0.4365150036162249,1,-0.2738904075556255,0.0854745013392015,392,23.4065,-0.4545137832070279,-0.3183164760861557,1399.94,9059.84,-1.2554937001852593,0.0811501098814157,0.6918300934143681,0.0026,-0.2029896215083367,1579.54,2388.0,-0.438264295600071,39.16,554.2
47.47,8146.6,642.21,-0.322503655448331,522.03,0.1751154283053329,-0.0002,8.4218,34,0.4345087246358787,100.0,2388.02,-0.3426163222500902,1,-0.258586933192665,0.5838323959669486,391,23.4787,-0.1104252431963865,-0.8901545617485607,1403.41,9068.03,-0.2495550922152379,-0.4844142580324511,0.1224495704032152,-0.0024,0.18336610524943,1586.42,2387.96,-0.7265728900484817,39.02,554.28
47.55,8148.97,641.8,-0.4554105653506855,522.09,0.4477433177046263,0.0003,8.4268,35,0.7005187517183709,100.0,2388.02,-0.5337069652748431,1,-0.5620044365937293,-0.9329923778903482,392,23.2894,-0.8646602340806846,-0.3744527613174742,1396.33,9069.69,0.3510637159971842,-1.3304057735174617,-0.5303299835501616,-0.0055,0.1552153200426286,1590.74,2388.03,-0.4326532681588219,38.9,553.75
47.32,8146.41,642.45,-0.2496215812261873,522.22,-0.3194237964973386,-0.0004,8.4141,36,0.2908181036664172,100.0,2388.03,-0.2580811498043995,1,-0.0789916654573423,0.9170121151473496,393,23.5297,-0.876770941082477,0.2453238779900595,1395.89,9067.31,-0.9102177433597236,-0.0197501498933461,-0.3099786642186825,0.0012,0.1613422984862092,1581.86,2388.02,-0.3201384939815518,38.91,554.85
47.33,8151.59,642.06,-0.1528593996530218,522.58,-0.2944715537233274,-0.0001,8.3305,37,-1.0820864673923782,100.0,2388.02,-0.3426163222500902,1,-0.1008128421222528,0.4165898293432979,393,23.4539,-0.7736638078461355,0.247891143778083,1396.98,9073.55,0.1271654115963927,-0.7751779667962649,0.1630543593280404,-0.004,0.4601832044441,1588.99,2387.95,-0.7909435694196177,39.03,554.82
47.3,8148.72,642.49,-0.1301457406079726,522.62,-0.3711789907442437,-0.0004,8.3718,38,-0.4132575778473745,100.0,2387.98,-0.5604745884567989,1,-0.0335090987895632,0.2112198389499275,392,23.4252,-0.2875360447515543,-0.3183164760861557,1401.57,9071.77,0.102743847005679,0.0811501098814157,-0.6347287568324316,0.004,0.405716820364781,1588.71,2388.01,-0.3761132045071573,38.83,555.03
47.19,8155.39,641.6,-0.2817158755045456,522.26,-0.7572742628516308,-0.0,8.4005,39,0.0758911334824233,100.0,2387.99,-0.6838136875060313,1,-0.2830314877232699,-0.2936154976938717,392,23.3543,-0.4787954656655341,-0.4015479462575689,1400.48,9074.51,-1.3150008561344533,-1.6583818467850726,-0.3582729964888441,0.0065,0.4670605505999945,1578.79,2388.02,-0.4800312227883358,38.91,554.31
47.24,8150.31,642.22,-0.1725297929087517,522.47,-0.5851732362732024,-0.0002,8.3948,40,-0.0268377553862512,100.0,2388.02,-0.3211320585323271,1,-0.1781893330282553,0.1058300182320681,394,23.4083,-0.9409705619048208,0.8115382040440243,1395.26,9069.77,-0.6115349478482774,-0.4555223897092422,-0.1899102132607666,0.0007,0.2836473083740103,1583.9,2387.96,-0.6976729319873449,38.94,554.51
47.32,8151.32,641.96,-0.178697135974141,522.45,-0.3194237964973386,-0.0002,8.3559,41,-0.667087129331803,100.0,2387.97,-0.6363866021662309,1,-0.1490135484485711,-0.4581219502988451,392,23.3239,-0.3845738481112673,-0.3208904480639052,1400.72,9072.56,-0.8106568115225748,-0.9481344868923728,0.3303864075568594,-0.0014,0.4223590878808064,1582.54,2387.97,-0.6347505256544768,39.07,554.61
47.26,8148.7,642.06,-0.2584405796896616,522.2,-0.5046253363111358,-0.0002,8.4148,42,0.304066798685947,100.0,2387.97,-0.6224543808784951,1,-0.2420326437432819,0.2986363838129908,392,23.4382,-0.1195339029926506,-0.3183164760861557,1403.21,9071.68,-0.4897261844843656,-0.749054104821813,-0.514132497719081,0.0018,0.4011247348854291,1584.71,2388.0,-0.438264295600071,38.86,554.31
47.1,8144.75,642.71,-0.1879481505722599,522.42,-1.0502347558809757,0.0004,8.4327,43,0.5969527657586527,100.0,2387.98,-0.5733356934383033,1,-0.3386561482164686,0.2889139511437584,392,23.4357,-0.5211254225587602,-0.3208904480639052,1399.38,9072.52,-0.9643906033299158,0.4728619472897843,0.6105461264586537,0.0009,0.420370388533085,1581.49,2387.96,-0.6976729319873449,39.14,553.96
47.26,8149.9,642.69,-0.0812715161959056,522.78,-0.5046253363111358,0.0001,8.4334,44,0.6143512964422441,100.0,2387.94,-0.8083937581379468,1,-0.6648720543438398,-0.2843647269276561,389,23.3515,0.3363255670238638,-2.0266071865936595,1407.66,9068.1,-0.3667886529501921,0.4672916050922504,0.7320288464521706,0.002,0.2184617791515092,1585.54,2387.99,-0.5004153866929848,39.17,552.85
47.17,8153.01,642.56,-0.1484735747625195,522.56,-0.8048796138366371,0.0001,8.4343,45,0.6293650624627039,100.0,2387.98,-0.5604745884567989,1,-0.2652019265158954,-0.5425797517539921,391,23.3131,0.3660332628226889,-0.8877467129219903,1407.95,9066.98,-0.5608225882631738,0.2162996332050542,0.0888487978476435,0.0019,0.1613158265196264,1584.23,2387.96,-0.6868686599660734,39.01,554.23
47.21,8145.17,642.02,-0.319419214433874,522.04,-0.6969746811764546,0.0003,8.4268,46,0.5175643211325116,100.0,2388.04,-0.2136499815111261,1,-0.1621694330940817,0.7335414677026522,392,23.5009,-0.4105845313971337,-0.3211317089852388,1400.5,9071.26,-0.7655302569689211,-0.852714955799831,-0.4460174745444531,-0.0037,0.3453442266985038,1582.9,2388.06,-0.0828660963517565,38.88,554.61
47.28,8150.46,642.6,-0.322503655448331,522.03,-0.4621811901621244,0.0003,8.3755,47,-0.3345860989228,100.0,2387.97,-0.6650321740989665,1,-0.3082565544555535,-0.8303114032661626,392,23.269,-0.6416349800465007,-0.3211317089852388,1398.26,9073.71,0.5830411963645493,0.2715713847529799,0.6097070375012044,-0.0019,0.4682068884787229,1592.1,2388.01,-0.4047194931986554,39.14,554.11
47.27,8150.94,642.44,-0.228035880497325,522.29,-0.4855171963572476,0.0,8.3998,48,0.055456508617046,100.0,2388.04,-0.195030241079339,1,-0.2803045790571334,-0.4921996166437135,394,23.3188,-0.5425252961662081,0.8115382040440243,1399.17,9066.97,-0.703775222932702,-0.0386967690157577,0.1302723226270185,0.0003,0.1444383540301709,1583.27,2388.02,-0.3201384939815518,39.02,554.16
47.28,8149.51,642.37,-0.3378611943592836,521.94,-0.4379021635276779,-0.0004,8.3804,49,-0.2697927025407162,100.0,2388.01,-0.3745352111945287,1,-0.357879057606448,-0.0779271940587032,390,23.3822,-1.08042420158926,-1.4571769497578249,1393.83,9076.18,-0.1875664684244482,-0.1505347872450411,-0.2729399794923797,0.003,0.6307290088526516,1586.75,2388.04,-0.1896599312340686,38.92,553.91
47.08,8148.25,642.41,-0.3143786834128445,522.01,-1.1166721158249533,0.0004,8.4073,50,0.1788979046219481,100.0,2388.04,-0.195030241079339,1,-0.2482112160194841,-0.1180134763862392,392,23.3748,-0.6097820417896126,-0.3208904480639052,1398.51,9068.53,0.3196525910990705,-0.0955366263832077,-0.0698417623028507,-0.0008,0.221997628593202,1590.26,2387.98,-0.5718281193187472,38.97,554.27
47.21,8153.0,642.2,-0.1941154936376491,522.4,-0.6848292761891571,-0.0,8.3567,51,-0.6539200470912789,100.0,2387.98,-0.5733356934383033,1,-0.1198377638688869,0.5742308830900775,391,23.4784,-1.450491362082064,-0.88710477411787,1390.26,9067.59,-0.0537009032901955,-0.4934156279540652,-0.3500014812046449,-0.0012,0.1752631939206202,1587.71,2387.99,-0.508905712985879,38.9,554.71
47.24,8150.07,642.61,-0.4130561724591424,521.69,-0.5851732362732024,0.0003,8.3914,52,-0.0827978549084711,100.0,2387.93,-0.888590237072207,1,-0.3007276282628891,-0.4982133224692659,391,23.3179,-0.0727471184027999,-0.88710477411787,1403.78,9063.21,-0.6993828288810675,0.2833957560654537,-0.0698417623028507,0.0002,-0.0424993846600657,1583.3,2387.97,-0.6347505256544768,38.97,554.09
47.34,8150.1,642.45,-0.1941154936376491,522.4,-0.2529864365533609,-0.0002,8.411,53,0.2397956599843828,100.0,2388.04,-0.195030241079339,1,-0.5837327386857694,0.3109642058374982,391,23.439,-0.4518305937346717,-0.88710477411787,1400.06,9064.82,-0.7389143753458113,-0.0197501498933461,-0.3099786642186825,0.0006,0.0375457640876396,1583.03,2388.03,-0.2572160876458222,38.91,553.12
47.22,8145.58,642.48,-0.2311195520300196,522.28,-0.6516105962171801,-0.0004,8.4074,54,0.1805437899020392,100.0,2388.04,-0.195030241079339,1,-0.093579557747201,0.1078345868405856,392,23.4086,0.1840513648865288,-0.3208904480639052,1406.3,9068.35,-0.4973327025056803,0.0370897074738883,0.0102038716691026,0.0007,0.2130484815282299,1584.68,2388.03,-0.2572160876458222,38.99,554.8
47.12,8150.6,642.25,-0.1879481505722599,522.42,-0.9837973959370216,0.0004,8.4106,55,0.2332121188641354,100.0,2388.02,-0.3211320585323271,1,-0.1636014407384298,0.3143051535183606,391,23.4395,-0.3295456016921287,-0.88710477411787,1401.26,9066.05,-0.1239792081164142,-0.3986825323420075,-0.229933030246729,0.0002,0.098698269031495,1587.23,2388.01,-0.3830609003144199,38.93,554.56
47.07,8148.37,642.79,-0.1108563622548243,522.67,-1.1498907957969304,0.0,8.4308,56,0.5656809454373898,100.0,2388.03,-0.2580811498043995,1,-0.2569639513933794,0.0597249402360474,394,23.4014,-0.86046627547682,0.8115382040440243,1396.05,9067.08,-0.4138772155245581,0.6244349002690767,-0.1098645792888131,0.0008,0.1499072772365628,1585.25,2388.01,-0.3830609003144199,38.96,554.24
47.11,8148.7,642.47,-0.2885748042892691,522.14,-1.0323939540540723,-0.0003,8.3816,57,-0.2332582711969237,100.0,2387.99,-0.5360658333600025,1,-0.2556651907654382,0.4873981740831554,391,23.4644,-0.8716539534786839,-0.8901545617485607,1396.03,9074.48,-0.2920644097659624,0.0195761704911695,0.0412399925535359,-0.0024,0.5068208678954023,1586.13,2387.97,-0.6622022106802727,39.0,554.29
47.17,8148.44,641.98,-0.3656858296507637,521.89,-0.831142390327497,-0.0001,8.4089,58,0.220225285674597,100.0,2388.05,-0.149166811140178,1,-0.387143599990743,-0.2638446453473024,393,23.353,-0.1929432605711788,0.247891143778083,1402.61,9068.44,-0.0839153376210322,-0.9302519448033972,0.8533357710502133,-0.0043,0.2039267955881624,1587.55,2387.98,-0.5978315313091367,39.2,553.84
47.24,8151.41,642.01,-0.0584339461989457,522.84,-0.5851732362732024,-0.0,8.4339,59,0.6167033891194241,100.0,2388.01,-0.3841829672573875,1,-0.1869420684021506,0.643722594852183,393,23.4888,0.0933566624549924,0.2453238779900595,1405.41,9066.73,0.1556698798379157,-0.8534013912803151,-0.0298189453168882,0.0002,0.1325061579435716,1589.14,2387.96,-0.6976729319873449,38.98,554.48
47.31,8148.29,642.52,-0.2187848658992061,522.32,-0.3526424764693157,-0.0003,8.3837,60,-0.2095310214735554,100.0,2387.98,-0.5733356934383033,1,-0.2803045790571334,-0.4982133224692659,392,23.3179,0.1860894480872359,-0.3208904480639052,1406.32,9069.03,-1.3421364917708165,0.1128761839635345,0.0102038716691026,-0.0001,0.2468563704403065,1578.91,2388.03,-0.2572160876458222,38.99,554.16
47.23,8152.04,641.97,-0.2340034674836455,522.28,-0.6047100954863108,-0.0004,8.3578,61,-0.6468050492768509,100.0,2387.98,-0.5604745884567989,1,-0.3057481713680019,0.1950813998982725,391,23.4228,-0.4370989270491096,-0.8877467129219903,1400.11,9075.7,-0.5756343390504114,-0.922817777666491,0.8124263525277187,0.003,0.6062378862961701,1584.13,2388.01,-0.3761132045071573,39.19,554.09
47.25,8150.95,642.47,-0.2187302723548506,522.33,-0.537986922702853,-0.0004,8.4285,62,0.532609681441917,100.0,2388.02,-0.312555418775651,1,-0.2883712092885418,-0.0651509298094903,390,23.3841,-0.6542724273715705,-1.4571769497578249,1397.99,9067.62,0.8729548879427439,0.0425359603603761,-0.3131387325301823,0.0031,0.1939706565950278,1593.91,2388.04,-0.1896599312340686,38.91,554.15
47.32,8151.24,641.82,-0.0831033184605377,522.76,-0.3194237964973386,-0.0002,8.3982,63,0.0291223441359686,100.0,2388.04,-0.195030241079339,1,-0.1140026069529567,0.2695364545947087,391,23.4328,-0.0758042432038606,-0.88710477411787,1403.75,9065.3,-0.6100708164977326,-1.2133871546063495,-0.0298189453168882,0.0008,0.0614101562608383,1583.91,2388.01,-0.3830609003144199,38.98,554.73
47.34,8146.73,642.49,-0.0676849607970646,522.81,-0.2529864365533609,0.0002,8.4168,64,0.3352570062282042,100.0,2387.98,-0.5733356934383033,1,-0.0673213516254819,-0.1387273520076339,391,23.3717,-0.5058397985534568,-0.88710477411787,1399.53,9072.87,0.190809032251025,0.0560363265962999,-0.2699558472326915,-0.0006,0.4377715078260763,1589.38,2388.0,-0.4459833066501495,38.92,554.89
47.31,8153.43,642.15,-0.1497749586385648,522.59,-0.3615554082988367,-0.0003,8.398,65,0.0391640853119744,100.0,2387.97,-0.6650321740989665,1,-0.3374739787278545,0.7220772595066545,391,23.4992,-1.3667620577273203,-0.8901545617485607,1391.23,9068.0,0.135960442813777,-0.6007197415380207,0.3254735150273701,-0.0035,0.181861664492904,1589.05,2387.96,-0.7265728900484817,39.07,554.01
47.36,8147.89,642.16,-0.4161398439918721,521.68,-0.1865490766094068,-0.0002,8.4487,66,0.8602944105691631,100.0,2387.99,-0.5102847847132429,1,-0.1811069114862204,-0.7060202682194097,391,23.2868,-0.6719435794112261,-0.88710477411787,1397.9,9072.46,-0.3011391015325059,-0.5692021044439267,0.170295139612981,0.0,0.4173873395113674,1586.02,2387.97,-0.6347505256544768,39.03,554.5
